loss,val_loss
0.015740524977445602,0.0033979760482907295
0.0027988350484520197,0.0024635670706629753
0.0021589722018688917,0.002152238506823778
0.0019681646954268217,0.002014688914641738
0.001701993402093649,0.0017097905511036515
0.001553723239339888,0.001633416977711022
0.0014107783790677786,0.0014739384641870856
0.0012809509644284844,0.0012527963845059276
0.0011424098629504442,0.0011129772756248713
0.001045858021825552,0.00104067986831069
0.0009628774132579565,0.0010013820137828588
0.0009078691364265978,0.000973415735643357
0.0008762187790125608,0.0009423996089026332
0.0008372613228857517,0.0009074943955056369
0.0007868671091273427,0.0008845849079079926
0.0007600063108839095,0.0008548626210540533
0.0007324631442315876,0.0008206001948565245
0.0006940979510545731,0.0007846492808312178
0.0006477484130300581,0.0007315120892599225
0.0006054210825823247,0.0006562202470377088
0.000561016146093607,0.0005876769428141415
0.0005217260331846774,0.0005324518424458802
0.0004957522032782435,0.00048802595119923353
0.0004712134541478008,0.00045478358515538275
0.00044497736962512136,0.0004261292051523924
0.00041622380376793444,0.00040131498826667666
0.0003936267166864127,0.0003830096684396267
0.0003737719962373376,0.00036553264362737536
0.0003575128794182092,0.00035070147714577615
0.00034095949376933277,0.00033529248321428895
0.0003302922996226698,0.00032471289159730077
0.00031795972608961165,0.00031422573374584317
0.00031130167189985514,0.0003080741153098643
0.00030192529084160924,0.0003022297169081867
0.0002943469735328108,0.00029723686748184264
0.0002905151341110468,0.00029367697425186634
0.00028423458570614457,0.0002912736381404102
0.0002802470698952675,0.0002900230174418539
0.0002758232585620135,0.00028812518576160073
0.0002710814296733588,0.0002866807917598635
0.0002676105941645801,0.00028541788924485445
0.00026244731270708144,0.00028426878270693123
0.00025933823781087995,0.00028317334363237023
0.0002539545821491629,0.0002810063597280532
0.00024936493718996644,0.00027752379537560046
0.00024368122103624046,0.0002717792522162199
0.00023453273752238601,0.00026380724739283323
0.00022455370344687253,0.00025098849437199533
0.00022390052617993206,0.00024123850744217634
0.0002184911718359217,0.00023294358106795698
